Cargo_ID,Order_ID,Length_cm,Width_cm,Height_cm,Weight_kg,Category,Fragile,Destination_Zone,Priority,Stackable,Sorting_Sequence,Robotic_Pick_Position_X,Robotic_Pick_Position_Y,Robotic_Pick_Position_Z,Temperature_C,Humidity_%,Vibration_Level,Shock_Impact_g,Tilt_Angle_deg,GPS_Latitude,GPS_Longitude,Light_Exposure_lux,Battery_Level_%,Signal_Strength_dBm
CARGO_1943,ORDER_645,23.7,6.1,5.2,1.43,Clothing,False,Zone_D,2,True,30,3.8,33.7,4.2,33.55,38.03,4.32,9.13,53.04,10.488809,77.904544,330.95,87.78,-93.3
CARGO_1944,ORDER_662,2.7,4.9,1.2,0.04,Beauty,True,Zone_B,2,False,85,3.0,32.6,5.4,31.23,87.2,4.65,2.32,12.79,10.661938,78.911941,709.03,86.13,-52.25
CARGO_1945,ORDER_208,20.7,20.1,8.3,6.26,Electronics,True,Zone_D,2,False,11,47.5,23.1,6.0,33.66,34.36,1.52,1.21,23.35,10.705511,78.102162,958.35,92.6,-66.14
CARGO_1946,ORDER_685,17.3,32.2,15.9,20.32,Toys,False,Zone_B,4,True,56,28.6,42.1,9.1,25.52,41.95,4.32,0.06,49.16,11.292226,79.582371,980.81,29.38,-52.25
CARGO_1947,ORDER_1002,20.8,34.0,45.6,67.6,Home_Appliances,False,Zone_C,4,False,62,1.6,31.5,8.6,23.21,50.87,3.91,5.08,21.38,12.784436,78.901652,638.1,31.62,-90.71
CARGO_1948,ORDER_788,34.5,26.5,31.1,66.71,Home_Appliances,False,Zone_C,2,False,35,41.7,36.7,3.7,14.42,67.21,4.65,9.98,61.12,11.565354,77.645895,193.6,26.62,-67.7
CARGO_1949,ORDER_820,46.3,10.8,19.0,19.78,Sports,False,Zone_B,3,True,94,12.0,41.4,7.8,19.85,62.69,1.23,6.95,44.23,10.576293,78.008388,119.21,94.82,-54.0
CARGO_1950,ORDER_326,27.7,15.7,1.5,1.09,Books,False,Zone_D,3,True,80,12.8,14.2,9.3,23.02,37.54,2.88,3.08,69.48,10.798263,79.542263,946.04,58.01,-40.7
CARGO_1951,ORDER_263,5.1,9.4,4.2,0.37,Beauty,False,Zone_D,1,True,56,31.9,24.2,6.1,12.66,47.38,1.37,8.77,85.34,11.152045,78.159439,433.93,25.15,-46.94
CARGO_1952,ORDER_961,28.8,25.0,18.3,21.96,Sports,False,Zone_B,3,True,30,30.0,14.9,0.6,16.62,44.33,4.12,7.82,10.42,11.869777,78.607397,194.82,45.72,-48.14
CARGO_1953,ORDER_474,5.5,8.6,3.4,0.32,Clothing,False,Zone_D,4,True,69,4.6,21.8,4.9,27.95,42.81,0.03,0.15,30.12,11.320099,78.946826,933.89,48.11,-85.15
CARGO_1954,ORDER_633,12.2,18.9,1.7,0.9,Books,False,Zone_D,1,True,87,14.5,18.4,7.8,32.07,54.67,2.82,8.17,28.76,11.177335,78.043429,104.52,84.76,-49.72
CARGO_1955,ORDER_947,28.6,38.8,9.8,22.11,Electronics,True,Zone_C,2,False,85,33.8,5.3,1.3,39.95,72.24,1.7,3.01,13.61,11.694186,77.881936,729.57,78.84,-89.84
CARGO_1956,ORDER_596,12.7,17.0,6.1,2.98,Clothing,False,Zone_C,3,True,22,8.2,49.0,0.1,37.99,43.05,1.61,1.5,72.93,10.725505,78.425765,625.26,75.15,-88.11
CARGO_1957,ORDER_1088,27.3,19.6,5.6,4.94,Clothing,False,Zone_D,2,True,28,37.3,25.4,4.1,29.28,52.0,3.22,2.26,68.39,10.23671,77.644643,87.73,21.75,-93.39
CARGO_1958,ORDER_1140,13.7,13.3,3.4,1.04,Books,False,Zone_D,1,True,79,28.5,24.7,3.8,22.64,53.46,4.26,4.69,43.6,10.073243,77.852632,338.75,92.86,-48.54
CARGO_1959,ORDER_228,4.3,14.4,3.7,0.54,Beauty,True,Zone_D,5,False,63,35.9,46.8,7.1,29.09,88.59,3.05,4.25,48.4,10.753777,77.186235,149.93,37.24,-93.5
CARGO_1960,ORDER_323,2.6,4.8,9.4,0.26,Beauty,True,Zone_B,4,False,96,4.1,47.6,0.1,33.57,87.28,4.27,2.89,5.36,10.274776,77.911911,604.5,70.32,-91.71
CARGO_1961,ORDER_729,22.0,10.0,2.8,1.01,Books,False,Zone_B,2,True,19,18.4,4.2,3.5,13.55,78.01,1.32,1.72,50.0,11.009022,77.962112,477.11,24.95,-85.25
CARGO_1962,ORDER_961,49.5,18.1,27.8,48.75,Sports,False,Zone_A,3,False,50,28.9,22.8,0.4,22.3,44.5,2.6,7.62,71.22,12.318801,79.885499,4.28,26.52,-65.64
CARGO_1963,ORDER_783,8.5,12.2,2.0,0.36,Beauty,False,Zone_C,2,True,97,45.0,22.6,5.6,35.19,34.08,2.25,9.9,51.64,12.148883,78.769186,975.71,20.77,-47.19
CARGO_1964,ORDER_380,16.2,13.3,3.8,1.66,Books,False,Zone_B,3,True,9,39.7,30.1,8.9,21.51,49.01,0.06,7.78,23.88,11.832783,79.362147,349.58,65.27,-74.91
CARGO_1965,ORDER_1049,28.0,27.6,9.8,17.53,Toys,False,Zone_D,4,True,54,47.4,25.2,9.6,27.16,46.01,2.78,2.96,60.08,12.557501,77.136132,258.2,70.35,-67.22
CARGO_1966,ORDER_961,14.8,31.5,5.1,4.92,Toys,False,Zone_C,1,True,72,19.9,10.8,5.1,27.63,60.36,3.31,2.45,32.53,10.846203,77.31961,222.44,24.04,-90.01
CARGO_1967,ORDER_133,47.1,30.2,15.8,46.79,Electronics,True,Zone_A,3,False,47,19.4,19.7,6.2,15.53,76.66,2.96,2.18,49.04,12.655161,79.443611,158.82,43.24,-84.04
CARGO_1968,ORDER_711,38.5,22.1,47.9,90.35,Home_Appliances,False,Zone_B,1,False,26,36.5,4.3,2.4,20.87,81.5,3.68,1.37,43.88,11.197718,78.870649,999.14,88.12,-91.96
CARGO_1969,ORDER_1012,39.3,34.9,16.1,43.35,Toys,False,Zone_B,4,False,71,14.1,9.1,6.2,20.04,80.69,2.86,5.51,34.31,11.20268,77.572946,295.11,28.1,-75.4
CARGO_1970,ORDER_48,13.4,31.1,7.9,5.85,Electronics,False,Zone_A,5,True,91,19.0,30.2,5.3,10.79,51.58,0.33,6.05,64.7,11.216055,78.214386,405.51,37.32,-64.58
CARGO_1971,ORDER_68,6.0,11.9,13.0,1.51,Toys,False,Zone_A,1,True,59,18.2,31.2,5.3,10.73,71.23,0.58,7.06,79.55,10.294283,78.616017,871.36,53.95,-82.96
CARGO_1972,ORDER_997,19.6,3.3,7.4,1.13,Beauty,True,Zone_D,5,False,66,13.7,47.9,4.7,34.95,48.77,2.98,6.8,0.47,12.926471,79.530829,641.89,87.38,-49.24
CARGO_1973,ORDER_384,75.0,24.1,19.1,81.91,Home_Appliances,False,Zone_A,5,False,55,12.0,1.8,8.4,18.19,33.65,1.37,2.92,84.03,10.41552,77.181236,368.69,40.39,-41.13
CARGO_1974,ORDER_344,39.3,33.9,19.2,55.67,Electronics,True,Zone_D,5,False,83,27.1,28.9,1.8,25.54,72.09,0.4,3.3,46.04,11.022657,78.790167,898.33,99.77,-92.79
CARGO_1975,ORDER_377,19.5,8.9,4.1,1.68,Clothing,False,Zone_D,5,True,56,5.4,12.5,4.9,18.96,30.59,2.15,6.82,63.07,10.957901,79.151108,749.72,48.42,-98.93
CARGO_1976,ORDER_330,37.4,38.5,15.9,41.62,Electronics,False,Zone_D,1,False,44,15.8,35.3,7.7,38.22,54.55,2.77,3.49,77.01,10.224038,79.933676,227.9,50.92,-52.61
CARGO_1977,ORDER_889,13.2,20.2,1.6,0.89,Books,False,Zone_C,1,True,18,1.5,34.7,9.6,17.78,49.76,1.64,2.13,42.04,10.45678,79.42148,643.74,29.77,-88.56
CARGO_1978,ORDER_722,12.1,7.3,6.3,1.29,Clothing,False,Zone_A,5,True,15,26.3,3.6,9.8,22.89,71.6,3.6,3.74,75.15,10.134575,77.828682,922.4,74.42,-78.81
CARGO_1979,ORDER_313,39.4,7.8,10.5,6.63,Sports,False,Zone_A,1,True,32,22.3,22.1,2.1,36.18,75.97,3.22,2.72,15.99,10.877213,79.128738,496.46,39.48,-76.35
CARGO_1980,ORDER_815,29.0,33.3,15.0,30.63,Toys,False,Zone_C,1,True,14,6.7,17.3,1.2,35.26,48.25,1.66,0.88,14.33,12.599971,79.289834,733.61,70.31,-45.0
CARGO_1981,ORDER_540,67.5,33.6,13.7,63.14,Home_Appliances,False,Zone_B,4,False,82,35.0,42.1,8.6,15.58,78.7,3.77,8.3,59.17,11.018327,79.189206,971.1,37.85,-60.47
CARGO_1982,ORDER_801,34.8,38.3,24.2,57.43,Sports,False,Zone_A,4,False,66,48.2,23.3,2.2,34.08,47.64,3.24,8.53,78.31,10.371075,79.460432,690.41,51.03,-97.56
CARGO_1983,ORDER_627,71.6,59.8,43.9,444.88,Home_Appliances,False,Zone_A,1,False,50,6.3,13.1,0.0,23.75,56.78,3.19,2.2,80.32,11.937082,79.71119,102.44,88.53,-99.11
CARGO_1984,ORDER_450,15.9,9.7,19.1,6.74,Electronics,False,Zone_A,1,True,21,39.6,41.9,1.5,24.49,73.62,2.77,0.65,57.94,12.989803,77.29529,244.56,79.11,-88.03
CARGO_1985,ORDER_537,13.7,23.5,17.2,13.16,Toys,False,Zone_B,3,True,92,5.8,28.6,8.2,14.0,71.58,0.06,7.39,47.29,10.696971,77.314292,595.1,32.37,-80.91
CARGO_1986,ORDER_970,7.3,13.2,5.0,0.95,Clothing,False,Zone_A,1,True,96,32.3,4.2,3.2,12.42,89.24,3.48,2.12,29.83,10.838713,79.3892,275.56,68.62,-70.93
CARGO_1987,ORDER_1173,13.1,33.1,12.2,11.86,Sports,False,Zone_C,5,True,46,32.4,36.8,6.8,31.84,43.51,1.88,3.93,88.2,12.915541,77.757117,957.54,70.29,-49.73
CARGO_1988,ORDER_767,14.9,11.8,3.2,1.26,Books,False,Zone_A,3,True,41,33.0,10.7,3.1,24.89,69.74,4.71,0.64,28.77,10.536329,77.175624,405.35,27.25,-81.11
CARGO_1989,ORDER_169,29.3,12.5,19.8,16.67,Toys,False,Zone_D,3,True,44,46.1,35.2,6.1,23.11,66.58,4.09,2.26,66.98,11.533642,78.203688,457.23,57.26,-77.41
CARGO_1990,ORDER_336,39.7,33.9,2.4,7.54,Toys,False,Zone_B,2,True,50,36.4,38.2,9.5,31.89,84.91,2.94,7.93,47.88,10.718956,79.459631,701.6,40.85,-80.24
CARGO_1991,ORDER_894,13.3,27.8,14.3,12.13,Electronics,True,Zone_C,3,False,68,17.4,43.4,9.8,32.97,39.38,1.26,8.04,54.77,12.797056,77.379695,524.25,57.37,-99.46
CARGO_1992,ORDER_1096,3.2,5.6,5.0,0.2,Beauty,True,Zone_D,3,False,51,18.0,26.4,5.2,14.77,75.11,1.02,2.07,35.41,12.944563,79.015526,382.15,82.17,-42.69
CARGO_1993,ORDER_584,18.9,10.3,4.1,1.28,Books,False,Zone_C,5,True,48,37.1,45.7,5.9,28.31,64.1,1.7,3.36,86.83,12.444094,77.010848,76.64,32.66,-91.66
CARGO_1994,ORDER_53,11.8,30.8,4.1,3.21,Toys,False,Zone_D,1,True,4,42.7,48.9,7.9,14.06,46.48,2.38,1.34,51.45,10.944351,77.329212,596.45,29.86,-82.74
CARGO_1995,ORDER_499,40.3,17.4,8.3,11.76,Sports,False,Zone_B,1,True,98,14.6,25.9,9.8,32.54,58.47,1.48,0.74,84.4,11.210462,78.052551,867.58,41.55,-92.24
CARGO_1996,ORDER_623,8.5,11.1,4.7,1.02,Clothing,False,Zone_B,5,True,7,2.5,24.2,2.2,29.71,50.03,2.57,9.92,0.68,10.726917,77.250807,685.76,96.18,-70.57
CARGO_1997,ORDER_1082,34.9,22.8,19.3,33.83,Toys,False,Zone_B,5,True,26,23.0,12.4,0.4,38.7,64.76,0.83,6.56,51.54,12.672274,79.537705,381.5,79.83,-44.07
CARGO_1998,ORDER_1011,24.0,46.2,47.7,112.69,Home_Appliances,False,Zone_C,5,False,26,33.0,26.1,2.6,12.07,83.34,4.89,5.42,64.55,12.743675,79.592212,127.73,21.56,-93.96
CARGO_1999,ORDER_369,36.3,5.5,5.3,1.74,Clothing,False,Zone_B,3,True,98,36.7,22.6,1.6,11.71,64.16,0.54,7.65,67.06,11.256612,79.266712,816.34,52.08,-73.55
CARGO_2000,ORDER_220,20.3,17.7,2.3,1.38,Books,False,Zone_D,4,True,37,8.6,24.6,8.0,18.47,67.9,4.66,8.4,81.45,11.969599,77.727439,941.75,40.59,-98.66
CARGO_2001,ORDER_826,23.3,18.6,3.1,3.03,Books,False,Zone_C,1,True,100,40.7,8.7,5.0,17.85,61.12,4.57,8.07,0.4,10.49666,78.569741,388.27,71.05,-53.75
CARGO_2002,ORDER_61,31.0,5.4,5.5,1.8,Electronics,True,Zone_D,4,False,24,33.2,38.9,5.2,17.41,33.07,2.63,0.17,0.03,11.304808,77.552566,728.64,56.74,-61.53
CARGO_2003,ORDER_186,4.5,12.6,1.0,0.11,Beauty,True,Zone_B,3,False,86,2.3,13.7,2.0,37.19,43.97,3.62,1.87,42.5,11.894497,77.843835,410.76,97.16,-58.02
CARGO_2004,ORDER_487,30.1,18.3,4.0,4.13,Toys,False,Zone_B,4,True,72,39.6,14.4,3.4,17.49,59.52,2.18,6.55,2.64,11.156209,78.548016,502.27,37.52,-71.66
CARGO_2005,ORDER_213,44.1,7.2,5.7,4.04,Electronics,True,Zone_C,2,False,35,31.4,29.5,10.0,18.16,48.61,3.15,3.76,87.71,11.072799,79.205041,836.48,67.03,-45.54
CARGO_2006,ORDER_992,18.8,17.2,6.5,4.93,Electronics,True,Zone_D,3,False,72,37.0,2.0,8.8,32.78,40.91,1.7,9.82,19.99,10.002997,77.283963,83.42,76.02,-75.43
CARGO_2007,ORDER_483,13.8,8.8,5.3,1.14,Beauty,True,Zone_C,1,False,13,3.0,23.5,0.0,23.49,60.25,1.51,6.65,42.54,12.41288,77.89009,530.34,86.05,-69.15
CARGO_2008,ORDER_921,5.1,5.4,8.1,0.36,Toys,False,Zone_D,1,True,72,38.4,15.1,8.1,33.3,49.37,2.89,9.57,5.5,12.668013,79.779864,214.62,52.56,-58.28
CARGO_2009,ORDER_86,65.0,34.3,10.4,50.88,Home_Appliances,False,Zone_C,5,False,77,40.6,30.5,0.9,11.96,45.49,2.49,2.01,46.98,12.908391,78.28737,339.81,74.95,-68.77
CARGO_2010,ORDER_698,32.2,14.3,7.9,7.14,Clothing,False,Zone_C,1,True,62,44.8,32.7,3.9,24.63,57.84,2.9,8.64,34.2,12.157814,79.816609,644.43,44.26,-88.64
CARGO_2011,ORDER_696,28.3,11.3,2.0,1.5,Books,False,Zone_D,1,True,79,13.1,21.7,9.6,11.01,38.0,1.43,3.21,4.02,11.646377,79.974202,27.23,54.84,-80.98
CARGO_2012,ORDER_443,24.8,14.1,4.5,2.55,Books,False,Zone_D,4,True,82,38.6,43.0,8.3,11.88,85.66,1.83,9.9,30.16,10.807854,78.579979,593.83,91.65,-94.46
CARGO_2013,ORDER_963,68.8,49.2,29.8,169.93,Home_Appliances,False,Zone_D,5,False,10,32.0,14.3,2.2,37.19,82.06,0.42,1.58,35.23,12.997898,77.864132,283.44,95.99,-74.04
CARGO_2014,ORDER_1053,23.2,12.0,14.4,6.72,Toys,False,Zone_B,3,True,1,5.3,32.4,4.3,14.18,72.46,0.26,5.16,89.09,11.769259,79.37233,669.48,77.51,-63.44
CARGO_2015,ORDER_604,18.6,11.7,1.9,0.91,Books,False,Zone_C,1,True,33,46.0,39.9,2.8,25.97,36.37,1.27,7.93,18.71,12.043462,77.477932,141.58,49.95,-92.89
CARGO_2016,ORDER_1186,27.1,9.3,12.3,7.36,Sports,False,Zone_B,1,True,59,38.8,0.4,5.6,22.33,76.55,0.37,4.33,49.03,12.047218,77.756141,735.81,85.6,-62.16
CARGO_2017,ORDER_1188,12.2,22.9,2.5,1.48,Books,False,Zone_D,5,True,23,0.8,28.8,8.4,20.42,78.48,0.52,4.68,88.86,12.535755,79.35464,645.64,22.07,-46.43
CARGO_2018,ORDER_383,10.8,23.8,7.8,4.56,Electronics,True,Zone_D,4,False,13,41.3,21.4,6.4,37.0,76.07,4.06,9.86,71.28,10.029018,78.300938,971.24,28.22,-79.74
CARGO_2019,ORDER_1129,32.8,22.8,8.6,13.75,Sports,False,Zone_B,4,True,67,11.4,33.8,3.1,10.65,36.84,0.19,4.25,89.4,10.660741,77.604614,911.24,72.91,-86.68
CARGO_2020,ORDER_1113,16.0,10.8,3.2,1.0,Beauty,True,Zone_C,4,False,16,37.0,10.4,4.0,29.91,68.63,3.29,6.04,87.15,11.996602,78.953377,283.3,43.3,-46.42
CARGO_2021,ORDER_220,39.6,24.4,7.2,16.55,Clothing,False,Zone_B,4,True,71,13.8,41.1,0.6,38.9,80.06,1.36,0.55,44.06,12.685437,79.198286,27.32,96.11,-58.48
CARGO_2022,ORDER_1147,10.7,11.5,4.7,1.26,Books,False,Zone_B,2,True,69,48.6,2.0,7.7,26.81,64.64,4.36,8.42,62.67,12.056016,77.375214,655.37,54.88,-93.68
CARGO_2023,ORDER_832,33.9,8.6,18.9,12.38,Electronics,True,Zone_B,1,False,86,8.5,18.1,2.6,38.1,68.78,2.42,6.48,9.94,11.240474,77.830941,602.89,54.35,-75.51
CARGO_2024,ORDER_1090,25.2,26.1,8.5,10.6,Clothing,False,Zone_D,5,True,49,41.6,35.3,4.2,11.57,57.5,1.53,4.04,39.7,11.084666,77.66383,27.43,74.25,-59.55
CARGO_2025,ORDER_1135,24.5,35.5,47.2,79.55,Home_Appliances,False,Zone_A,4,False,24,44.2,41.6,2.7,22.56,61.72,2.59,0.16,72.81,12.213844,78.139564,122.68,81.41,-65.54
CARGO_2026,ORDER_465,5.8,5.8,2.9,0.17,Beauty,True,Zone_C,1,False,82,7.5,11.6,8.2,17.8,32.06,1.91,5.92,45.48,12.223713,79.290335,584.7,58.04,-62.89
CARGO_2027,ORDER_762,24.6,27.0,15.1,23.1,Toys,False,Zone_C,5,True,40,41.5,22.7,3.3,31.92,68.34,2.82,0.13,63.24,11.821174,79.141124,911.83,37.12,-65.97
CARGO_2028,ORDER_1162,31.1,24.7,8.4,11.71,Clothing,False,Zone_A,2,True,86,20.5,34.9,3.1,39.44,34.89,0.57,0.01,67.12,10.874401,78.987572,906.5,81.86,-52.12
CARGO_2029,ORDER_1004,26.9,33.0,2.8,4.96,Electronics,True,Zone_A,5,False,65,41.8,3.0,7.1,17.7,56.1,4.98,6.16,22.81,12.775464,77.018857,151.49,45.63,-80.77
CARGO_2030,ORDER_534,11.6,25.1,14.7,8.52,Toys,False,Zone_C,4,True,7,31.8,29.1,2.9,29.63,47.56,2.13,1.89,78.81,11.65564,77.42643,384.57,34.01,-57.49
CARGO_2031,ORDER_422,15.0,24.0,1.2,0.73,Books,False,Zone_A,5,True,28,45.4,24.0,9.2,15.94,62.73,1.74,1.92,41.38,12.371477,77.669893,43.2,70.53,-40.54
CARGO_2032,ORDER_47,28.3,16.2,1.4,1.34,Clothing,False,Zone_B,3,True,90,28.6,14.5,1.3,26.96,38.0,3.55,6.53,18.92,10.642925,77.815868,469.27,27.24,-76.6
CARGO_2033,ORDER_173,13.8,29.0,14.3,10.42,Electronics,True,Zone_B,3,False,76,40.5,10.6,7.3,23.92,71.5,1.82,0.54,77.89,11.032122,77.43928,753.08,97.71,-52.54
CARGO_2034,ORDER_734,48.7,11.8,2.5,2.89,Electronics,True,Zone_D,4,False,91,15.2,19.5,7.2,39.16,77.7,4.17,3.13,37.6,12.623739,78.230947,789.97,70.59,-85.23
CARGO_2035,ORDER_83,8.9,29.6,5.8,2.76,Clothing,False,Zone_C,5,True,61,4.9,0.5,9.5,28.26,39.8,2.27,1.49,67.53,10.150321,77.225542,498.99,98.87,-83.09
CARGO_2036,ORDER_139,5.7,2.9,7.4,0.28,Beauty,True,Zone_A,3,False,42,34.3,33.7,5.7,20.49,36.26,3.6,5.8,49.32,11.536946,79.250067,95.87,47.11,-43.91
CARGO_2037,ORDER_141,10.7,18.2,5.6,2.03,Toys,False,Zone_C,2,True,43,7.7,46.4,5.8,13.42,38.73,0.54,6.62,34.37,11.445116,79.363162,381.36,97.7,-98.44
CARGO_2038,ORDER_590,11.4,21.7,5.0,2.81,Books,False,Zone_B,1,True,48,21.0,41.5,6.8,14.54,82.63,4.23,7.21,72.89,12.253691,78.7228,932.1,31.64,-86.95
CARGO_2039,ORDER_547,62.5,49.3,25.6,171.21,Home_Appliances,False,Zone_C,2,False,15,33.1,45.1,0.2,16.76,61.69,3.68,2.55,52.6,10.845681,77.269115,229.61,23.26,-71.02
CARGO_2040,ORDER_161,27.9,16.2,23.8,22.07,Sports,False,Zone_C,1,True,37,47.6,32.6,8.0,17.53,58.04,1.06,0.89,35.15,10.6572,79.67025,319.75,22.64,-75.89
CARGO_2041,ORDER_1120,64.6,40.3,31.9,190.68,Home_Appliances,False,Zone_C,3,False,25,16.2,2.6,2.1,35.52,36.4,0.73,0.79,9.86,12.778399,79.896907,746.83,57.19,-62.25
CARGO_2042,ORDER_426,45.4,25.8,46.6,108.59,Home_Appliances,False,Zone_C,1,False,82,39.1,25.8,9.3,26.84,68.97,1.58,4.26,80.59,11.715129,77.607091,733.58,26.64,-88.44
CARGO_2043,ORDER_7,22.8,25.6,5.6,7.78,Clothing,False,Zone_A,2,True,33,4.1,6.7,9.0,25.7,82.08,4.88,9.46,3.19,10.314069,79.113919,912.2,60.97,-95.77
CARGO_2044,ORDER_485,22.7,16.2,3.2,2.56,Books,False,Zone_A,3,True,60,17.3,8.4,4.9,13.44,79.69,1.28,2.18,77.69,10.579108,79.525816,388.12,46.2,-77.84
CARGO_2045,ORDER_408,56.3,26.0,16.2,47.85,Sports,False,Zone_C,4,False,90,2.1,18.7,1.6,35.8,67.56,2.28,2.57,32.4,12.996478,78.619531,514.6,46.85,-68.54
CARGO_2046,ORDER_411,28.7,11.6,2.1,1.14,Books,False,Zone_B,4,True,92,1.9,25.3,8.4,31.68,34.52,0.15,1.01,57.54,10.586827,77.969969,467.39,70.85,-66.28
CARGO_2047,ORDER_203,48.2,7.1,19.1,12.47,Sports,False,Zone_A,1,True,38,41.0,16.8,2.2,12.03,36.74,1.99,6.06,83.0,11.831427,78.435676,927.75,33.05,-63.91
CARGO_2048,ORDER_987,6.3,31.6,8.1,3.03,Toys,False,Zone_B,5,True,22,46.1,49.7,4.3,31.24,32.96,2.86,6.8,13.65,11.260384,78.536806,769.33,81.32,-67.08
CARGO_2049,ORDER_556,33.7,57.5,43.4,169.89,Home_Appliances,False,Zone_A,3,False,69,24.9,25.2,4.4,26.31,45.45,4.77,6.43,51.03,12.656797,78.201911,831.44,66.56,-85.25
CARGO_2050,ORDER_80,17.2,20.9,3.7,3.18,Books,False,Zone_A,4,True,54,48.7,31.4,9.9,12.45,38.14,2.58,8.61,68.8,12.265506,79.789527,133.1,93.2,-54.13
CARGO_2051,ORDER_512,45.4,20.8,11.2,20.89,Electronics,True,Zone_C,1,False,5,35.8,6.0,1.6,23.75,45.6,4.1,4.86,68.18,11.790854,79.231649,791.85,49.19,-94.73
CARGO_2052,ORDER_584,29.2,17.8,3.6,3.75,Books,False,Zone_A,2,True,100,36.8,31.9,6.3,24.54,53.1,2.74,1.34,47.31,10.032217,77.723905,432.98,98.62,-88.1
CARGO_2053,ORDER_1101,25.2,31.1,12.2,15.94,Sports,False,Zone_A,5,True,53,45.5,3.5,7.7,14.97,86.58,0.2,2.89,56.23,12.639386,78.756672,23.34,66.07,-55.64
CARGO_2054,ORDER_762,76.6,52.1,35.0,238.6,Home_Appliances,False,Zone_C,1,False,41,49.3,13.5,6.7,38.37,66.62,1.58,6.62,68.18,11.334002,79.066067,60.09,97.87,-83.22
CARGO_2055,ORDER_155,23.8,9.4,6.3,3.17,Clothing,False,Zone_D,4,True,51,29.1,40.7,0.6,35.5,80.1,2.88,6.13,75.69,12.794733,77.420469,677.91,22.16,-70.39
CARGO_2056,ORDER_938,27.0,20.5,17.1,16.97,Toys,False,Zone_D,5,True,75,41.5,37.6,4.0,30.07,72.62,4.75,5.31,68.56,11.486617,78.075277,372.01,78.24,-80.37
CARGO_2057,ORDER_351,19.5,8.3,5.0,1.62,Beauty,False,Zone_D,5,True,73,23.6,34.3,4.9,23.87,36.75,4.3,6.83,31.86,12.082673,79.716645,868.12,85.33,-69.58
CARGO_2058,ORDER_768,38.1,26.5,10.8,21.89,Sports,False,Zone_B,2,True,24,14.4,25.4,2.7,22.35,74.16,1.14,6.37,89.71,10.207878,78.701519,734.27,24.25,-79.2
CARGO_2059,ORDER_471,30.8,19.0,9.4,12.75,Toys,False,Zone_B,5,True,75,45.2,43.8,7.3,29.53,46.51,1.1,8.81,39.11,12.235455,77.650993,21.68,66.32,-40.35
CARGO_2060,ORDER_999,12.5,5.3,10.0,1.5,Beauty,True,Zone_A,5,False,97,15.8,20.1,1.5,26.36,68.35,1.01,5.86,2.2,11.013988,77.368354,686.89,84.16,-78.55
CARGO_2061,ORDER_68,44.3,6.1,15.8,9.79,Electronics,False,Zone_A,4,True,12,48.2,18.6,0.7,11.87,50.46,4.61,7.79,32.64,11.054077,78.554681,192.35,64.88,-62.38
CARGO_2062,ORDER_791,23.3,22.8,4.8,6.06,Books,False,Zone_B,1,True,21,9.8,21.1,3.0,25.38,89.86,4.26,2.49,11.5,10.355968,78.643057,422.58,25.11,-46.7
CARGO_2063,ORDER_22,11.3,11.2,1.8,0.4,Books,False,Zone_A,3,True,94,13.8,31.0,4.8,34.19,45.81,3.87,6.78,10.93,10.440571,78.003243,624.74,75.48,-61.72
CARGO_2064,ORDER_1022,20.7,13.7,5.0,3.4,Electronics,True,Zone_A,1,False,74,44.8,29.5,7.8,23.78,46.75,1.96,9.02,25.34,10.557277,78.891248,872.72,24.85,-66.05
CARGO_2065,ORDER_473,19.7,28.6,2.4,2.7,Clothing,False,Zone_D,5,True,71,31.8,1.1,3.6,11.56,85.84,2.52,3.86,4.8,10.984619,77.206054,456.1,85.4,-65.85
CARGO_2066,ORDER_1176,22.5,21.9,19.8,22.29,Toys,False,Zone_A,2,True,97,19.9,47.5,7.8,33.59,31.48,2.32,7.79,61.97,12.67591,77.435419,808.49,23.44,-70.21
CARGO_2067,ORDER_360,10.0,2.3,6.5,0.3,Beauty,False,Zone_D,5,True,82,0.3,7.6,1.0,16.04,71.8,1.27,7.25,6.66,11.104781,78.638821,782.97,30.99,-51.55
CARGO_2068,ORDER_227,22.1,17.6,2.1,1.76,Books,False,Zone_B,3,True,92,26.0,41.9,4.7,17.76,73.52,2.53,0.6,18.3,12.173088,77.185447,414.54,42.01,-96.97
CARGO_2069,ORDER_705,39.8,6.5,4.6,2.18,Clothing,False,Zone_B,5,True,85,7.4,0.8,2.8,14.94,80.18,0.15,5.82,8.36,10.248243,79.642726,500.98,70.67,-46.89
CARGO_2070,ORDER_1048,76.0,36.1,14.7,93.76,Home_Appliances,False,Zone_B,5,False,25,19.1,20.2,3.3,19.91,88.47,0.66,1.3,5.69,11.773296,77.426439,700.49,98.11,-64.82
CARGO_2071,ORDER_634,2.3,13.4,8.3,0.49,Beauty,True,Zone_A,2,False,88,3.2,45.0,6.3,32.7,88.54,4.43,9.67,24.1,11.445674,79.02176,31.15,29.43,-49.07
CARGO_2072,ORDER_630,17.3,22.5,7.9,6.27,Toys,False,Zone_D,2,True,58,5.1,38.1,9.9,25.58,33.92,3.76,8.11,51.47,12.933874,78.17361,890.81,31.42,-99.38
CARGO_2073,ORDER_652,9.3,22.0,8.2,3.99,Clothing,False,Zone_C,1,True,80,7.0,49.8,7.2,16.15,79.31,2.11,1.1,86.82,12.538623,78.199363,769.82,49.51,-47.84
